name,city,lat,lon,type
La Bodega,Casablanca,33.5952195,-7.6115725,restaurant
La Sqala,Casablanca,33.6028481,-7.619212,restaurant
Pizza Hut,Casablanca,33.5928474,-7.597267,restaurant
Chez Pépé,Casablanca,33.595533,-7.6454829,restaurant
Paradisio,Casablanca,33.5938278,-7.5969183,restaurant
Mamelouk Café,Casablanca,33.5962988,-7.6304773,restaurant
Luigi,Casablanca,33.5882356,-7.6398452,restaurant
Don Camilo,Casablanca,33.587649,-7.612959,restaurant
Rick's Cafe,Casablanca,33.604995,-7.620406,restaurant
Restaurant du Port,Casablanca,33.6015279,-7.6144679,restaurant
Restaurant Ostrea,Casablanca,33.6018149,-7.614031,restaurant
Le Cabestan,Casablanca,33.6080257,-7.6553304,restaurant
Lebanese Restaurant,Casablanca,33.6007855,-7.6603997,restaurant
Luigi,Casablanca,33.5966434,-7.6750589,restaurant
Sijilmassa سجلماسة,Casablanca,33.5909207,-7.6791755,restaurant
La Grillardière,Casablanca,33.5832948,-7.6418718,restaurant
pizzeria italian,Casablanca,33.5810317,-7.6370564,restaurant
Monsieur Brochettes,Casablanca,33.5703274,-7.6663165,restaurant
Chawarma Nour esham شاورما نور الشام,Casablanca,33.6011445,-7.634303,restaurant
Pizza Hut,Casablanca,33.5443065,-7.6413493,restaurant
potchi,Casablanca,33.5973488,-7.6273398,restaurant
India Palace,Casablanca,33.5917889,-7.6391526,restaurant
Chez Omar,Casablanca,33.5974462,-7.635698,restaurant
Seven 7 Days,Casablanca,33.5970619,-7.6382193,restaurant
La Toscana,Casablanca,33.5885888,-7.6385756,restaurant
Pomme de Pain,Casablanca,33.588034,-7.6401077,restaurant
"Nori, Restaurent Japonais",Casablanca,33.5731692,-7.6567852,restaurant
La grotte du pêcheur,Casablanca,33.5918245,-7.6266906,restaurant
Keykos,Casablanca,33.5924545,-7.6270366,restaurant
Baleno,Casablanca,33.582573,-7.614684,restaurant
Ait toufawt,Casablanca,33.5939034,-7.5816157,restaurant
La Grillardiere,Casablanca,33.5887094,-7.628123,restaurant
Fratelli,Casablanca,33.5930227,-7.627037,restaurant
La perle du liban,Casablanca,33.5947844,-7.6282046,restaurant
Monsieur Brochettes,Casablanca,33.5948135,-7.6274321,restaurant
Restaurant King Burger,Casablanca,33.5953217,-7.6256267,restaurant
Dominos Pizza,Casablanca,33.5734363,-7.6116139,restaurant
Restaurant West Atlantic,Casablanca,33.5675139,-7.7095158,restaurant
Restaurant Rouget de l'Isle,Casablanca,33.5926824,-7.6228688,restaurant
Alae,Casablanca,33.5934314,-7.6240699,restaurant
Kalinka,Casablanca,33.5942124,-7.6249351,restaurant
12 Cool,Casablanca,33.5930752,-7.6271159,restaurant
Bistronome,Casablanca,33.5930876,-7.6267545,restaurant
Oukaimeden,Casablanca,33.5911393,-7.6150735,restaurant
Le Cardinal,Casablanca,33.5956364,-7.6171591,restaurant
Snack Addou Maddou,Casablanca,33.5932039,-7.6186518,restaurant
Restaurant les Arcades,Casablanca,33.5935525,-7.6185955,restaurant
La Taverne du Dauphin,Casablanca,33.598736,-7.6151053,restaurant
Little Barton's,Casablanca,33.5997377,-7.6650484,restaurant
Casa José,Casablanca,33.5978725,-7.615386,restaurant
Porte Mansour ⴱⴰⴱ ⵎⵏⵚⵓⵕ باب منصور,Casablanca,33.5592404,-7.6699846,restaurant
Tacos de Lyon,Casablanca,33.6007185,-7.6341062,restaurant
Bistrot Chic,Casablanca,33.5884913,-7.6273923,restaurant
Sojou,Casablanca,33.589095,-7.6297476,restaurant
Blend,Casablanca,33.5886833,-7.6319196,restaurant
Khos,Casablanca,33.5840347,-7.6205679,restaurant
brasserie san jose,Casablanca,33.5978396,-7.6155008,restaurant
Asia,Casablanca,33.5991745,-7.6130528,restaurant
Ôgi Souchi,Casablanca,33.599424,-7.6141726,restaurant
El Barocco Time,Casablanca,33.5954492,-7.6163427,restaurant
Le Pilotis,Casablanca,33.596662,-7.6734143,restaurant
Restaurant de la Place / Le Voyageur,Casablanca,33.5897214,-7.592208,restaurant
Puerto Rico,Casablanca,33.5896015,-7.6149002,restaurant
Awafi,Casablanca,33.5916822,-7.6149169,restaurant
Pomme de Pain Ziraoui,Casablanca,33.5936551,-7.6352553,restaurant
La Bavaroise,Casablanca,33.5952135,-7.6113257,restaurant
Restaurant Le Nouveau Dragon,Casablanca,33.5956652,-7.6125814,restaurant
Snack Pizzeria Bella Maria,Casablanca,33.6155331,-7.4843667,restaurant
Carrefour des Saveurs,Casablanca,33.595159,-7.5913872,restaurant
Espace Tifawine,Casablanca,33.5861039,-7.6489235,restaurant
La Storia,Casablanca,33.5946859,-7.6679576,restaurant
O'lichi,Casablanca,33.591863,-7.6345249,restaurant
Al-Mounia,Casablanca,33.5909223,-7.6164407,restaurant
La Cantine de Charlotte,Casablanca,33.5921096,-7.6288039,restaurant
Rouge et Blanc أحمر و ابيض,Casablanca,33.5915512,-7.615164,restaurant
Route 66,Casablanca,33.5728964,-7.6552882,restaurant
Cosa Mia,Casablanca,33.5857707,-7.6355685,restaurant
Pizza Hut,Casablanca,33.5962863,-7.6144369,restaurant
les Fleurs,Casablanca,33.5966374,-7.6149916,restaurant
Midway,Casablanca,33.588864,-7.628391,restaurant
Yo Ti Tam,Casablanca,33.5759859,-7.6476182,restaurant
Croc Pizza كروك بيتزا,Casablanca,33.619789,-7.5326657,restaurant
H & B Food,Casablanca,33.5713686,-7.6450329,restaurant
Chez Marny,Casablanca,33.5609277,-7.6467836,restaurant
Yammy,Casablanca,33.5885241,-7.611296,restaurant
Snack amine,Casablanca,33.5766703,-7.6334533,restaurant
Cosa Mia,Casablanca,33.5942298,-7.6435836,restaurant
Gzoum كَزّوم,Casablanca,33.5677841,-7.5995875,restaurant
Salsa,Casablanca,33.5925128,-7.6166956,restaurant
La grillardiere,Casablanca,33.6071887,-7.5437586,restaurant
سناك دعاء,Casablanca,33.5474032,-7.5746211,restaurant
Class Dish Coffee Shop,Casablanca,33.5901754,-7.630709,restaurant
Restaurant Etoile Centrale,Casablanca,33.5953324,-7.6121111,restaurant
adwak اذواق,Casablanca,33.6096078,-7.5421005,restaurant
La Cantine,Casablanca,33.5352248,-7.6400077,restaurant
Osteria,Casablanca,33.6128314,-7.530422,restaurant
La Sala,Casablanca,33.593796,-7.6009733,restaurant
City Palace,Casablanca,33.5936446,-7.6022226,restaurant
Adib Food,Casablanca,33.5906473,-7.6035677,restaurant
Dragon Bleu,Casablanca,33.5946578,-7.6043656,restaurant
Café Restaurant Tarfaya,Casablanca,33.5894727,-7.5921448,restaurant
Cafe Clacier Dubai,Casablanca,33.578465,-7.6001546,restaurant
Tacos Avenue,Casablanca,33.5713977,-7.6131754,restaurant
Zén,Casablanca,33.5703496,-7.6124807,restaurant
Crèmerie Achkid,Casablanca,33.5406446,-7.5801185,restaurant
Kamar lebnan,Casablanca,33.5881278,-7.6310701,restaurant
Salon de Thé,Casablanca,33.5650026,-7.5882496,restaurant
Café Imdioune,Casablanca,33.5691305,-7.5839634,restaurant
Linati,Casablanca,33.5716212,-7.5806791,restaurant
Espace Al Fath,Casablanca,33.5698484,-7.5946172,restaurant
Café Aswan,Casablanca,33.5500951,-7.5677656,restaurant
Rainbow Cafe,Casablanca,33.5401886,-7.5741479,restaurant
Espace Changuai,Casablanca,33.5372811,-7.5734632,restaurant
Ramada,Casablanca,33.539538,-7.573873,restaurant
Café Agadir,Casablanca,33.5488254,-7.572265,restaurant
La Revanche,Casablanca,33.5995316,-7.5874275,restaurant
Chami Bacha,Casablanca,33.5914595,-7.5915232,restaurant
Friend's Space,Casablanca,33.5963614,-7.592572,restaurant
Wisley Gardens,Casablanca,33.5962274,-7.5905161,restaurant
Espace Yasmine,Casablanca,33.5937954,-7.5178684,restaurant
Porta Biella,Casablanca,33.5795879,-7.5127602,restaurant
Espace Araha,Casablanca,33.5455617,-7.4849658,restaurant
Mister Tacos,Casablanca,33.5732368,-7.5600154,restaurant
Café Chabab,Casablanca,33.5618099,-7.5656694,restaurant
L'Araignee,Casablanca,33.5783371,-7.5884742,restaurant
Pizza Hut,Casablanca,33.5559918,-7.6280361,restaurant
Restaurant Sushing,Casablanca,33.5552927,-7.6239109,restaurant
Cremerie Cadillac,Casablanca,33.593863,-7.6215278,restaurant
Dragon Rouge,Casablanca,33.5866702,-7.6195295,restaurant
Tacos Paco's,Casablanca,33.5873919,-7.6200056,restaurant
Restaurant Anfa,Casablanca,33.587965,-7.6181281,restaurant
Chawarmati,Casablanca,33.5879293,-7.6187316,restaurant
Le Triangle,Casablanca,33.5879136,-7.6188844,restaurant
Midi Grill,Casablanca,33.5882734,-7.6191768,restaurant
Génial,Casablanca,33.5939764,-7.6212837,restaurant
Fish,Casablanca,33.5884516,-7.6189864,restaurant
Woody Chay Pizza,Casablanca,33.58644,-7.6212743,restaurant
Sushi Kiosque,Casablanca,33.5863831,-7.6213648,restaurant
La Rotonde,Casablanca,33.5835632,-7.6231066,restaurant
Pizzaria le Drapeau,Casablanca,33.5837218,-7.6222828,restaurant
Meson Asador,Casablanca,33.5847519,-7.6210168,restaurant
Los Olivos,Casablanca,33.5846997,-7.6204271,restaurant
Speedy Pizza,Casablanca,33.5829487,-7.6325181,restaurant
Treff Restaurant,Casablanca,33.5852524,-7.6301752,restaurant
Bio Ice,Casablanca,33.580976,-7.6322449,restaurant
Pizza House,Casablanca,33.5826493,-7.6295794,restaurant
Clic Resto,Casablanca,33.5692119,-7.6464826,restaurant
Pizza Hut,Casablanca,33.5705845,-7.6461728,restaurant
Clay Oven,Casablanca,33.5689908,-7.6432429,restaurant
Château de Jus,Casablanca,33.5796337,-7.6357582,restaurant
Le Brunch Gourmet,Casablanca,33.575946,-7.6357397,restaurant
Ambre,Casablanca,33.572219,-7.6378034,restaurant
Espace Essaha,Casablanca,33.5695652,-7.604255,restaurant
Espace El Mitre,Casablanca,33.5666319,-7.6085828,restaurant
Espace Bruxellois,Casablanca,33.566647,-7.6085942,restaurant
Belma Juice,Casablanca,33.568982,-7.6035224,restaurant
Espace Lano,Casablanca,33.5363583,-7.5958724,restaurant
Chrono Pizza,Casablanca,33.5723922,-7.6487508,restaurant
Restaurant Otkali,Casablanca,33.5761041,-7.6528935,restaurant
Atlas Ifrane,Casablanca,33.587898,-7.6135576,restaurant
El Barco,Casablanca,33.5886119,-7.6143153,restaurant
Resaurant Des Billards,Casablanca,33.5868478,-7.6151709,restaurant
Marjorelle,Casablanca,33.586354,-7.614955,restaurant
MarIInsky,Casablanca,33.5854736,-7.6157543,restaurant
Le Coin,Casablanca,33.5848782,-7.6078324,restaurant
Widane Palace,Casablanca,33.5848558,-7.6079075,restaurant
Restaurant Chez Pierre,Casablanca,33.5894766,-7.6124364,restaurant
Restaurant Savoy,Casablanca,33.5945662,-7.6209028,restaurant
Pizza a la Bonne,Casablanca,33.5897483,-7.6157184,restaurant
La Corrida,Casablanca,33.590034,-7.6152192,restaurant
Tout Va Bien,Casablanca,33.5906574,-7.6148263,restaurant
Revine,Casablanca,33.5955795,-7.6143301,restaurant
Pizzeria-cafe Chawarma,Casablanca,33.5951226,-7.6086304,restaurant
Samar Layali,Casablanca,33.5935284,-7.6082126,restaurant
Poulet Doré,Casablanca,33.5931793,-7.6078632,restaurant
Majestic Resaurant Marocan,Casablanca,33.5911209,-7.6133799,restaurant
Restaurant du Theatre,Casablanca,33.5920438,-7.6166797,restaurant
Mon Ami,Casablanca,33.5376656,-7.6687118,restaurant
Pharma Granada,Casablanca,33.5674554,-7.6939843,restaurant
Espace Hassania,Casablanca,33.5673557,-7.6965867,restaurant
Pizza Hut,Casablanca,33.5325229,-7.6476485,restaurant
Red Rose,Casablanca,33.5562645,-7.6832762,restaurant
Riviera Valencia,Casablanca,33.5400975,-7.6806255,restaurant
Les Poussins,Casablanca,33.5519516,-7.6897169,restaurant
Espace Familia,Casablanca,33.5453119,-7.6801595,restaurant
Espace Nour Al Khalil,Casablanca,33.5419262,-7.6775792,restaurant
Marbella,Casablanca,33.5435263,-7.6786152,restaurant
Corner 68,Casablanca,33.5456204,-7.6729812,restaurant
Tokyo Garden,Casablanca,33.5354445,-7.648429,restaurant
TaTaRi Sushi and Thai,Casablanca,33.5356496,-7.6484176,restaurant
Vanilla Sky Rooftop,Casablanca,33.6096966,-7.6513866,restaurant
Gusto Marina,Casablanca,33.6094083,-7.6247259,restaurant
فضاء عمر,Casablanca,33.5535777,-7.704828,restaurant
Laiterie Nacer محلبة ناصر,Casablanca,33.5526991,-7.7038912,restaurant
Guillaume Tell,Casablanca,33.5584027,-7.6365781,restaurant
Ramses,Casablanca,33.5953961,-7.6177769,restaurant
Zayna,Casablanca,33.5772485,-7.6073776,restaurant
Le Gatsby,Casablanca,33.6075479,-7.6297906,restaurant
Restaurants Petromine Bouskoura,Casablanca,33.4873604,-7.6337505,restaurant
Street London,Casablanca,33.52237,-7.6428551,restaurant
c3002953,Casablanca,33.5217415,-7.6445565,restaurant
Le Riad,Casablanca,33.5939635,-7.614938,restaurant
Raffaello Casablanca,Casablanca,33.5921312,-7.6791656,restaurant
Sicilia,Casablanca,33.592135,-7.6792447,restaurant
Loscar,Casablanca,33.5911771,-7.6364102,restaurant
Restaurant Rossignol,Casablanca,33.5902873,-7.6304589,restaurant
La Kitchenette de Thi Hue,Casablanca,33.598658,-7.637643,restaurant
City Pool,Casablanca,33.6142457,-7.4959916,restaurant
Firstline,Casablanca,33.6127893,-7.4946881,restaurant
snack said,Casablanca,33.6150341,-7.497786,restaurant
snack ounain,Casablanca,33.6149359,-7.4982473,restaurant
pizza badr,Casablanca,33.5947846,-7.6420504,restaurant
Pasta Pino,Casablanca,33.5481916,-7.6842292,restaurant
Casa Jose,Casablanca,33.4907947,-7.5992206,restaurant
Blendcorner,Casablanca,33.5931096,-7.6324939,restaurant
Snack le Rayon,Casablanca,33.5944438,-7.6338089,restaurant
STR'EAT BURGER,Casablanca,33.5941785,-7.6343386,restaurant
Food Place,Casablanca,33.5937567,-7.6349208,restaurant
Fayrouz,Casablanca,33.5942943,-7.6340776,restaurant
Happy Rolls,Casablanca,33.5938919,-7.6348494,restaurant
Gapi,Casablanca,33.5889659,-7.6470317,restaurant
Bonne Bouchée,Casablanca,33.5091824,-7.6711135,restaurant
Palmeraie coutry club,Casablanca,33.4813451,-7.5941067,restaurant
Oncle Blend,Casablanca,33.5928022,-7.6442567,restaurant
Osawa,Casablanca,33.5626827,-7.6387538,restaurant
La Frite,Casablanca,33.5971125,-7.6357215,restaurant
Zorba,Casablanca,33.5926124,-7.6067836,restaurant
LaFrite,Casablanca,33.5920846,-7.6775042,restaurant
Taiyo,Casablanca,33.5776371,-7.6246794,restaurant
El Bistrot de Papa,Casablanca,33.5776527,-7.6247357,restaurant
Sushi Live,Casablanca,33.5673373,-7.6940996,restaurant
Le Pershing,Casablanca,33.5949636,-7.6780468,restaurant
Oliveri,Casablanca,33.5948563,-7.6781193,restaurant
OLEA,Casablanca,33.5485908,-7.6373926,restaurant
Resto Grill Salaheddine,Casablanca,33.5947743,-7.6117538,restaurant
Organic Kitchen,Casablanca,33.5905909,-7.6381864,restaurant
Pyramides Dorées,Casablanca,33.5818215,-7.6223122,restaurant
Café Restaurant Tikita,Casablanca,33.5809882,-7.6229868,restaurant
Le Duc Casablanca,Casablanca,33.5804867,-7.6234291,restaurant
Casadarna,Casablanca,33.5825841,-7.6222062,restaurant
Bonsai,Casablanca,33.5826823,-7.6228888,restaurant
Bangkok Me,Casablanca,33.5891189,-7.6325717,restaurant
مجزرة و مشواة المسجد,Casablanca,33.5705562,-7.5508866,restaurant
Chez Michel et Hafida,Casablanca,33.5949273,-7.6121495,restaurant
café central,Casablanca,33.600085,-7.617311,restaurant
Chrono Pizza,Casablanca,33.5932677,-7.6316321,restaurant
Clap,Casablanca,33.6076856,-7.536495,restaurant
I Ristorante Italiano,Casablanca,33.5731602,-7.6566368,restaurant
Big Nonna,Casablanca,33.5887671,-7.6437315,restaurant
Pizza Hut,Casablanca,33.5758003,-7.7074585,restaurant
Street Pizzeria Napoletana,Casablanca,33.5834902,-7.6315558,restaurant
Don Bocadillio,Casablanca,33.5850284,-7.631509,restaurant
Le Petit Italien,Casablanca,33.5896524,-7.632145,restaurant
Repère du Gout,Casablanca,33.5842585,-7.6312796,restaurant
شاورما الحاج متولي,Casablanca,33.594017,-7.6148772,restaurant
الشاف أنوار,Casablanca,33.5707703,-7.5977321,restaurant
مطعم مصري,Casablanca,33.5952225,-7.6112289,restaurant
Pizza Hut,Casablanca,33.5950215,-7.6682519,restaurant
Manaos,Casablanca,33.6049237,-7.6579938,restaurant
Le Calypso,Casablanca,33.5935398,-7.6782666,restaurant
El Tucan,Casablanca,33.5948941,-7.6780807,restaurant
Restaurant Marocain Al Mamoun مطعم مغربي المامون,Casablanca,33.5943629,-7.6169789,restaurant
La Concorde,Casablanca,33.5881245,-7.6177522,restaurant
Casa jose,Casablanca,33.5896958,-7.6274645,restaurant
Niya,Casablanca,33.5886969,-7.632462,restaurant
Bambou Panda,Casablanca,33.6058793,-7.628809,restaurant
Le Melliber,Casablanca,33.6042229,-7.6328261,restaurant
Pepe Luis,Casablanca,33.5887547,-7.6400219,restaurant
Ahmet Chef,Casablanca,33.5891458,-7.6402696,restaurant
La Grande Brasserie,Casablanca,33.5871666,-7.6395445,restaurant
Japonico,Casablanca,33.5878325,-7.638078,restaurant
Milk + Honey,Casablanca,33.588257,-7.6393618,restaurant
Pastrama,Casablanca,33.5872625,-7.6384661,restaurant
La Grillardière,Casablanca,33.5883982,-7.6374661,restaurant
HL Burger - Holy Choco - Crust & Grill,Casablanca,33.5192231,-7.693517,restaurant
RESTAURANT MONO-CLUB,Casablanca,33.5815049,-7.6398128,restaurant
Il Ferrarino,Casablanca,33.5877316,-7.6423075,restaurant
Restaurant Les Fleurs مطعم الزهور,Casablanca,33.5965112,-7.6144385,restaurant
Le Mynt,Casablanca,33.5852973,-7.6458199,restaurant
Le Marly,Casablanca,33.5884516,-7.6449671,restaurant
Kamanja 55,Casablanca,33.6050003,-7.6579226,restaurant
Meat Point,Casablanca,33.5880626,-7.6397864,restaurant
Kôya,Casablanca,33.5934607,-7.6548347,restaurant
Leopard,Casablanca,33.5998233,-7.6549199,restaurant
L'Avenue,Casablanca,33.6006691,-7.6550357,restaurant
Cézanne,Casablanca,33.6010073,-7.6550527,restaurant
Etçi Mehmet,Casablanca,33.6032711,-7.6570838,restaurant
L'Abri,Casablanca,33.5868365,-7.6474582,restaurant
Chili's,Casablanca,33.5874321,-7.6484003,restaurant
Yo Ti Tam,Casablanca,33.5680095,-7.6589079,restaurant
Little Mamma,Casablanca,33.5686915,-7.660003,restaurant
Shanghai Garden,Casablanca,33.5794073,-7.6505023,restaurant
Chez Zozo,Casablanca,33.5966265,-7.6108546,restaurant
Restaurant Bidoune Monafesse,Casablanca,33.5987593,-7.619166,restaurant
Dar Dada,Casablanca,33.6041396,-7.6216351,restaurant
Espace Bistro,Casablanca,33.5465329,-7.5948079,restaurant
El Ghanouj,Casablanca,33.5836773,-7.6399474,restaurant
Le Vélodrome,Casablanca,33.5899924,-7.64666,restaurant
Pomme de Pain,Casablanca,33.5772223,-7.6253019,restaurant
O Chef,Casablanca,33.5782133,-7.6252155,restaurant
Mademoiselle Sissi,Casablanca,33.5785594,-7.6246821,restaurant
Restaurant des professeurs,Casablanca,33.5881493,-7.630843,restaurant
Chez El Kaoun,Casablanca,33.606045,-7.5394376,restaurant
Balcon 33,Casablanca,33.5955958,-7.6755912,restaurant
La terrasse -1951- Maison Alexis,Casablanca,33.5659386,-7.6597137,restaurant
Roots Coffee & More,Casablanca,33.5881752,-7.6457967,restaurant
Buvette Étudiants,Casablanca,33.5485187,-7.6511315,restaurant
Restaurant EHTP,Casablanca,33.5476851,-7.6504471,restaurant
Buvette,Casablanca,33.5466783,-7.651652,restaurant
Nearshore Casablanca,Casablanca,33.5286333,-7.6406825,restaurant
Ayour,Casablanca,33.5701494,-7.6094921,restaurant
Mafy,Casablanca,33.6177439,-7.5326442,restaurant
Agogo,Casablanca,33.6067272,-7.6285047,restaurant
Little Mamma,Casablanca,33.5917504,-7.6272453,restaurant
Mood's,Casablanca,33.6066332,-7.6192613,restaurant
L'entrecôte 212,Casablanca,33.5885276,-7.6323582,restaurant
Amistad,Casablanca,33.5888214,-7.6335593,restaurant
Nara,Casablanca,33.5908823,-7.6310544,restaurant
Gare aux gorilles,Casablanca,33.5896971,-7.6324564,restaurant
Sushi Club,Casablanca,33.5900664,-7.6318063,restaurant
Le Courtois,Casablanca,33.5894857,-7.6326889,restaurant
Le petit bouillon,Casablanca,33.589856,-7.6322896,restaurant
Misti Roof Top,Casablanca,33.5933065,-7.6230832,restaurant
Farchouhat فرشوحة,Casablanca,33.5954875,-7.6395038,restaurant
Hadramaut حضرموت,Casablanca,33.5993158,-7.6467935,restaurant
Dar Abi,Casablanca,33.6017196,-7.6217648,restaurant
Braise,Casablanca,33.5880198,-7.6276291,restaurant
Al Fassia,Marrakech,31.6359916,-8.0133642,restaurant
Zwin Zwin café,Marrakech,31.6219848,-7.9884598,restaurant
Narwama,Marrakech,31.6260554,-7.9922352,restaurant
Taj'in Darna,Marrakech,31.6254632,-7.9877675,restaurant
Toubkal,Marrakech,31.6254141,-7.9877413,restaurant
Café Argana,Marrakech,31.6266252,-7.9889459,restaurant
La Farmacie,Marrakech,31.626511,-7.9872135,restaurant
Les Terrasses de l'Alhambra,Marrakech,31.6267722,-7.9875678,restaurant
Un Déjeuner à Marrakech,Marrakech,31.6240078,-7.9849483,restaurant
Chez Chegrouni,Marrakech,31.6267243,-7.9871002,restaurant
Café Arabe,Marrakech,31.6307879,-7.9893484,restaurant
Pizza Hut,Marrakech,31.6300985,-8.0044276,restaurant
Ait Bougumez,Marrakech,31.6216083,-7.9911376,restaurant
Souk Kafé,Marrakech,31.6317761,-7.9886906,restaurant
Dar Moha,Marrakech,31.6313665,-7.9932671,restaurant
Kechmara,Marrakech,31.6341509,-8.0133768,restaurant
Grand Café de la Poste,Marrakech,31.6331197,-8.010006,restaurant
Belgueni,Marrakech,31.6384177,-8.0176395,restaurant
La Trattoria,Marrakech,31.63384,-8.0151742,restaurant
Restaurant Lamamakech,Marrakech,31.6341412,-7.9909577,restaurant
Le Chat qui Rit,Marrakech,31.6315028,-8.0127825,restaurant
Riad Dar Sohane,Marrakech,31.6237118,-7.9856406,restaurant
Bo,Marrakech,31.636187,-8.0118749,restaurant
Sahrat,Marrakech,31.6636668,-7.8741763,restaurant
La Terrasse Des Epices,Marrakech,31.6310673,-7.9888763,restaurant
Le Jardin,Marrakech,31.6320477,-7.9887642,restaurant
Cafe Terrasse Palais El Badia,Marrakech,31.6193956,-7.9851114,restaurant
Riad Monceau,Marrakech,31.6244904,-7.9868587,restaurant
Earth Cafe,Marrakech,31.6234505,-7.9871211,restaurant
Riad Larrouss,Marrakech,31.634787,-7.9934301,restaurant
Dar Yacout,Marrakech,31.6365673,-7.9934804,restaurant
Les Printemps,Marrakech,31.6344129,-8.0154962,restaurant
Chez Brahim,Marrakech,31.6269928,-7.9860251,restaurant
Mazel Cafe,Marrakech,31.6196593,-7.9850195,restaurant
Fish restaurant,Marrakech,31.6223154,-7.9716497,restaurant
Asmak,Marrakech,31.6487341,-8.0073171,restaurant
Chez Casanova,Marrakech,31.6376232,-8.008926,restaurant
Suite Marabella Marrakech,Marrakech,31.6220842,-8.0005243,restaurant
La crêperie de Marrakech,Marrakech,31.639919,-8.0209129,restaurant
Pizza Hut,Marrakech,31.6380104,-8.0209129,restaurant
Domino,Marrakech,31.6350298,-8.0112529,restaurant
Gino,Marrakech,31.6349453,-8.0111685,restaurant
Family Pizza,Marrakech,31.6583647,-8.0050904,restaurant
Neoboroca Cafe,Marrakech,31.6491244,-8.0130265,restaurant
Tipico,Marrakech,31.6484554,-8.01363,restaurant
Cuit a Huit,Marrakech,31.647864,-8.0141074,restaurant
Yakht Resto,Marrakech,31.6548439,-8.0183694,restaurant
Chicago,Marrakech,31.6543886,-8.0184484,restaurant
McHappy,Marrakech,31.6530758,-8.0171797,restaurant
Lino,Marrakech,31.653158,-8.0171019,restaurant
504 Cafe & Restaurant,Marrakech,31.6530324,-8.0169329,restaurant
Taxi,Marrakech,31.6510323,-8.0154094,restaurant
Friend's Place,Marrakech,31.6552425,-8.0216429,restaurant
Chami,Marrakech,31.6297761,-8.0050031,restaurant
psi sage,Marrakech,31.6665831,-8.0108179,restaurant
Le Spécial,Marrakech,31.6519715,-7.9975877,restaurant
Atlas Targe Club Restaurant,Marrakech,31.6643865,-8.0658204,restaurant
Palais Chahrmane,Marrakech,31.6197255,-7.9865193,restaurant
Villa Flora,Marrakech,31.6297793,-7.9900772,restaurant
La Villa des Orangers,Marrakech,31.6203219,-7.9917418,restaurant
Arkech,Marrakech,31.6237788,-8.0031206,restaurant
Best Place,Marrakech,31.6511379,-8.0200129,restaurant
Chez Amhane,Marrakech,31.6385024,-8.0173327,restaurant
Le Diamant Vert,Marrakech,31.644676,-8.0192518,restaurant
Naima,Marrakech,31.6300675,-7.9850795,restaurant
Complexe Solaris,Marrakech,31.634163,-8.010838,restaurant
Elite,Marrakech,31.6335198,-8.0096381,restaurant
Le gueliz,Marrakech,31.63377,-8.010154,restaurant
Jad Mahal,Marrakech,31.6220131,-8.0002174,restaurant
Le Grand Salon,Marrakech,31.6720075,-7.9288065,restaurant
Le Foundouk,Marrakech,31.631923,-7.9848998,restaurant
Fouquet's,Marrakech,31.628966,-7.9968979,restaurant
Riad des Mers,Marrakech,31.6376136,-7.9953947,restaurant
Le Stylia,Marrakech,31.6280385,-7.99123,restaurant
Epicurien Marrakech,Marrakech,31.621336,-8.0047475,restaurant
Les Jardins de la Medina Restaurant,Marrakech,31.6119695,-7.987269,restaurant
Le Studio,Marrakech,31.6324665,-8.0111294,restaurant
Bo&Zin,Marrakech,31.5737775,-7.9813622,restaurant
Le Bistrot Loft,Marrakech,31.6347751,-8.0129847,restaurant
Le Tobsil,Marrakech,31.6272423,-7.9928021,restaurant
Le Zinc,Marrakech,31.6691087,-8.0426274,restaurant
La Villa Canaille,Marrakech,31.6215726,-8.0075473,restaurant
Kechburger,Marrakech,31.641627,-8.0176066,restaurant
Dar Marjana,Marrakech,31.631811,-7.9931581,restaurant
Catanzaro,Marrakech,31.6349003,-8.0104773,restaurant
Jo's,Marrakech,31.6337316,-8.0151322,restaurant
Mamma Mia,Marrakech,31.6345916,-8.0131709,restaurant
Winoo,Marrakech,31.6324814,-8.0116256,restaurant
Angsana Si Said,Marrakech,31.6227127,-7.9838891,restaurant
Le Salama,Marrakech,31.6262683,-7.9867501,restaurant
Imlil Snack Bar,Marrakech,31.626188,-7.9917683,restaurant
Relais de Paris,Marrakech,31.6258677,-7.992162,restaurant
Earth Cafe,Marrakech,31.6202259,-7.985379,restaurant
Palais Gharnata,Marrakech,31.6220875,-7.9831205,restaurant
Pepe Nero,Marrakech,31.6252725,-7.9839116,restaurant
Les Jardins des Bala,Marrakech,31.6259426,-7.9913994,restaurant
Diaffa,Marrakech,31.6271592,-7.9938419,restaurant
Pescara,Marrakech,31.6535031,-8.0318416,restaurant
Pasta Delice,Marrakech,31.6415492,-8.0175662,restaurant
Vis ta vie,Marrakech,31.6574986,-8.0042776,restaurant
Riad KaÏss,Marrakech,31.6214429,-7.9855272,restaurant
Le Grand Bleu – International cuisine,Marrakech,31.6864032,-7.9679195,restaurant
La Brasserie,Marrakech,31.6867599,-7.969729,restaurant
Riad Omar Hotel restaurant,Marrakech,31.6232457,-7.9897078,restaurant
Cafe Chez ZaZa,Marrakech,31.627463,-7.9884092,restaurant
Le Bol de Saigon,Marrakech,31.6425384,-8.0188211,restaurant
Le Colisee,Marrakech,31.6360115,-8.0157672,restaurant
