name,city,lat,lon,type
MM Factory,El Jadida,33.225461,-8.5014482,restaurant
Four Sister,El Jadida,33.2324548,-8.486292,restaurant
Zenga,El Jadida,33.2447487,-8.4950806,restaurant
L'Araucaria,El Jadida,33.2473114,-8.497489,restaurant
Bingo,El Jadida,33.2469749,-8.4974819,restaurant
Snack Lamrissa,El Jadida,33.2542316,-8.5028258,restaurant
Snack Aymen Marina,El Jadida,33.2547901,-8.5033591,restaurant
Tacos de Ville,El Jadida,33.2547363,-8.5034896,restaurant
Snack El Bahri,El Jadida,33.2546892,-8.5030186,restaurant
Snack Al Borj,El Jadida,33.2548054,-8.5032072,restaurant
Luigi,El Jadida,33.2492173,-8.5049848,restaurant
Les Kechois,El Jadida,33.2558556,-8.5028848,restaurant
O'Delice Food,El Jadida,33.2559895,-8.5042958,restaurant
Il Cucina,El Jadida,33.2479023,-8.5097553,restaurant
Tacos O'Mexico,El Jadida,33.2477864,-8.5096292,restaurant
Pachamama,El Jadida,33.2593116,-8.4254849,restaurant
Le Tamaris,El Jadida,33.2522931,-8.5038458,restaurant
La Grillardière,El Jadida,33.2437976,-8.4841071,restaurant
Oasis,El Jadida,33.2444766,-8.490674,restaurant
Amwaj,El Jadida,33.2441176,-8.4788256,restaurant
Samurai,El Jadida,33.2377593,-8.4954123,restaurant
Maison Z,El Jadida,33.2247167,-8.4984993,restaurant
Amista,El Jadida,33.2408852,-8.4947928,restaurant
Les Terrasses,El Jadida,33.2399127,-8.5093071,restaurant
Mwaline Babouch,El Jadida,33.2513549,-8.5007299,restaurant
Le Colloque,El Jadida,33.2289429,-8.4891821,restaurant
101,El Jadida,33.2297113,-8.4885937,restaurant
Espace Bouchrit,El Jadida,33.2518521,-8.5027516,restaurant
Espace Théatre,El Jadida,33.2517177,-8.5026821,restaurant
Ayour Tacos,El Jadida,33.2516811,-8.5026625,restaurant
Snack France,El Jadida,33.2515968,-8.5026593,restaurant
Magic Deserts,El Jadida,33.2514038,-8.5026674,restaurant
Snack Dauphin,El Jadida,33.2513239,-8.5027581,restaurant
Snack Lozan,El Jadida,33.2511475,-8.5029722,restaurant
Regalito,El Jadida,33.2510365,-8.5031178,restaurant
Big One,El Jadida,33.2521339,-8.5029189,restaurant
Bouanba,El Jadida,33.2519273,-8.5031948,restaurant
Mrizika,El Jadida,33.2542178,-8.5010607,restaurant
Pesca,El Jadida,33.2547432,-8.5006472,restaurant
Port,El Jadida,33.2551916,-8.5002881,restaurant
Ex Quick,El Jadida,33.2534953,-8.5013736,restaurant
Tchikito,El Jadida,33.2549953,-8.5044983,restaurant
Le Lokal,El Jadida,33.256382,-8.5022099,restaurant
Riad Eucalyptus,El Jadida,33.2569845,-8.5020144,restaurant
L'Iglesia,El Jadida,33.2569902,-8.5018942,restaurant
La Perle,El Jadida,33.2560571,-8.5043339,restaurant
Restaurant M.M,El Jadida,33.2438975,-8.4776918,restaurant
Resto Club Bouabid,El Jadida,33.2116887,-8.4948316,restaurant
La Petite Maison,Beni Mellal,32.3364746,-6.3516003,restaurant
Restaurant DALAS Diner,Beni Mellal,32.3348269,-6.3612165,restaurant
Restaurant EZZERDA,Beni Mellal,32.3338103,-6.363089,restaurant
La Kasbah,Ouarzazate,30.9208891,-6.8998854,restaurant
Chez Dimitri,Ouarzazate,30.9205559,-6.9152618,restaurant
Galas Café Restaurant,Ouarzazate,30.9203624,-6.9122477,restaurant
Hotel Royal,Ouarzazate,30.9205559,-6.915109,restaurant
La Fibule,Ouarzazate,30.9205167,-6.915521,restaurant
Salon de The Habous,Ouarzazate,30.9217074,-6.9141709,restaurant
Douyria,Ouarzazate,30.9215656,-6.8977781,restaurant
Esapce,Ouarzazate,30.9282228,-6.8895546,restaurant
Fint,Ouarzazate,30.9212176,-6.8985128,restaurant
Le Petit Gourmand,Ouarzazate,30.9237008,-6.8962618,restaurant
St Exupery,Ouarzazate,30.9269153,-6.8906524,restaurant
Jardin des Aromes,Ouarzazate,30.920242,-6.9154144,restaurant
La Rose Des Sables Restaurant Pizzeria,Ouarzazate,30.9030291,-6.9115674,restaurant
Patisserie El Janoub,Ouarzazate,30.9211517,-6.9124367,restaurant
Restaurant 3Thés,Ouarzazate,30.9212261,-6.9109447,restaurant
Snack Resto Elbahja,Ouarzazate,30.9242531,-6.9248932,restaurant
Chez Nabil,Ouarzazate,30.9229314,-6.9117952,restaurant
Candys,Ouarzazate,30.926707,-6.9033295,restaurant
Afoulki افولكي,Ouarzazate,30.9271947,-6.9033941,restaurant
La Kasbah des Sables,Ouarzazate,30.9245218,-6.8783914,restaurant
اكورد مجور,Ouarzazate,30.9235071,-6.9102824,restaurant
La Gironde,Ouarzazate,30.9213545,-6.9195626,restaurant
La Halte,Ouarzazate,30.9211755,-6.9122763,restaurant
Snack Pizzeria,Ouarzazate,30.9279402,-6.9004839,restaurant
Snack Abdou Pizzaria,Ouarzazate,30.9205399,-6.8981038,restaurant
Snack Hassan Pizzeria,Ouarzazate,30.9205022,-6.8981873,restaurant
Etoiles 5,Ouarzazate,30.9258323,-6.9097229,restaurant
Palm Grove restaurant,Ouarzazate,30.9041153,-6.8980086,restaurant
احسن مول زعزع,Ouarzazate,30.9275815,-6.897333,restaurant
La Grilla,Ouarzazate,30.9260151,-6.9103005,restaurant
Restaurant,Ouarzazate,30.924389,-6.9126405,restaurant
Pizzeria Oscar,Berkane,34.9225167,-2.3273179,restaurant
Jnane berkane,Berkane,34.938547,-2.348959,restaurant
Aire de service Larache,Larache,35.1688826,-6.1216622,restaurant
خاي احمد,Larache,35.1868876,-6.1463191,restaurant
Ponte Vecchio,Larache,35.172324,-6.1444618,restaurant
Chez Jawad,Larache,35.1981425,-6.1478289,restaurant
Loukos,Larache,35.1984379,-6.1471978,restaurant
Pizerria,Settat,33.0052824,-7.6199874,restaurant
Restaurant INRA,Settat,33.0294944,-7.6234065,restaurant
Pizza Hut,Rabat,33.998388,-6.8455206,restaurant
La Matelot,Rabat,34.0276674,-6.8302289,restaurant
Ty Potes,Rabat,34.0172043,-6.8318751,restaurant
Coq Magic,Rabat,34.0202844,-6.8276726,restaurant
La Mamma,Rabat,34.0184807,-6.8348346,restaurant
Le studio,Rabat,34.0160907,-6.8309051,restaurant
Dar Naji,Rabat,34.0216395,-6.8418268,restaurant
Pizza Hut,Rabat,33.9735371,-6.8302849,restaurant
Tajine wa Tanja,Rabat,34.0154111,-6.8373784,restaurant
Yoka Sushi,Rabat,34.0007858,-6.8495432,restaurant
Le Bistrot du Pietri,Rabat,34.0162377,-6.8322852,restaurant
Tam,Rabat,34.0186748,-6.8281181,restaurant
Taiyaki,Rabat,33.9944415,-6.8468964,restaurant
Terra Luna,Rabat,33.9949533,-6.8471757,restaurant
Arthé,Rabat,33.995468,-6.84743,restaurant
Grillades Adil,Rabat,33.9951946,-6.8476035,restaurant
First Pizza,Rabat,33.996765,-6.8467668,restaurant
Dar Al Fawakih,Rabat,33.9967094,-6.8469626,restaurant
Caesar's,Rabat,33.9969651,-6.8461633,restaurant
Picasso,Rabat,33.9966426,-6.8471479,restaurant
La cantine du marché,Rabat,34.0004161,-6.8462628,restaurant
7ème art,Rabat,34.0200062,-6.8355982,restaurant
Café la Côte,Rabat,34.0470792,-6.8278929,restaurant
Poisson Magic,Rabat,34.0217199,-6.826974,restaurant
Gallinicta,Rabat,34.0221324,-6.8265915,restaurant
Le p'tit resto,Rabat,34.018044,-6.8293215,restaurant
Koutoubia,Rabat,34.0147067,-6.8307576,restaurant
Ouzoud,Rabat,34.0239239,-6.8307214,restaurant
Esperanza,Rabat,34.0163492,-6.8304817,restaurant
La Rive,Rabat,34.0165031,-6.8302324,restaurant
Rotisserie Hassan,Rabat,34.0202439,-6.8280303,restaurant
Resto 3.0,Rabat,34.0185999,-6.8281602,restaurant
Sotto Sopra,Rabat,34.0197502,-6.8310487,restaurant
El Bahia,Rabat,34.0225999,-6.837612,restaurant
Pizza Rica,Rabat,34.0224029,-6.8383695,restaurant
L'R du goût,Rabat,34.0144277,-6.8308211,restaurant
Pizzeria Al Forno,Rabat,34.013475,-6.8304299,restaurant
Bab Essad,Rabat,34.0139406,-6.8279357,restaurant
Dar Naji,Rabat,34.0023958,-6.8460529,restaurant
La Menara,Rabat,34.017855,-6.8293141,restaurant
Dalia,Rabat,34.0159872,-6.8317492,restaurant
Pieea Vera,Rabat,34.0168945,-6.832379,restaurant
Chantilly,Rabat,34.0211643,-6.8315143,restaurant
Zerda,Rabat,34.021025,-6.8315275,restaurant
Gustie Sapori,Rabat,33.9997916,-6.8459747,restaurant
Le Saxo,Rabat,33.9996969,-6.8461436,restaurant
By Cap,Rabat,33.9901132,-6.8497583,restaurant
Corrida,Rabat,34.0227995,-6.8301512,restaurant
Latium,Rabat,33.9548026,-6.8652877,restaurant
La Cuchara,Rabat,33.955381,-6.8661613,restaurant
The Noodle House,Rabat,33.9555473,-6.8662305,restaurant
La Terrazza,Rabat,33.9535514,-6.8636956,restaurant
Zayyane,Rabat,33.9560802,-6.8667069,restaurant
Mister Brochette,Rabat,34.0203039,-6.8285313,restaurant
Dar Naji,Rabat,33.9855372,-6.8284958,restaurant
Tapamigo,Rabat,34.0083478,-6.8395114,restaurant
Dar Morjana,Rabat,33.99673,-6.8460289,restaurant
Pinchos,Rabat,33.9954771,-6.850578,restaurant
Citirusta,Rabat,34.0020281,-6.8518914,restaurant
Coq Magic,Rabat,34.0022176,-6.8507341,restaurant
Goethe 2.0,Rabat,34.0058019,-6.8466383,restaurant
Chez Ouazzani,Rabat,34.0046502,-6.8470373,restaurant
Pinchos,Rabat,33.9977447,-6.8483053,restaurant
Dar Al Fawakih,Rabat,34.0203191,-6.8438873,restaurant
Le Grand Comptoir,Rabat,34.0190163,-6.8361497,restaurant
Le Bartoldi,Rabat,34.0034395,-6.8490975,restaurant
Zumbra Jus,Rabat,34.0206193,-6.8267618,restaurant
Restaurant - Rotisserie Aya,Rabat,34.0196651,-6.8257908,restaurant
Addik Snack,Rabat,34.01997,-6.8259498,restaurant
La passerelle,Rabat,34.0202585,-6.8256246,restaurant
Happy Fish,Rabat,34.0207647,-6.824351,restaurant
Santo,Rabat,34.0205304,-6.8242096,restaurant
Le Mare Nostrum,Rabat,34.018773,-6.8254374,restaurant
Sens du goût,Rabat,34.0192771,-6.8256076,restaurant
La Brasserie,Rabat,34.0175478,-6.8277983,restaurant
Pilippe Rey. Petit Bistro,Rabat,34.0206136,-6.8304944,restaurant
Croquette,Rabat,34.0213371,-6.8262187,restaurant
saada food,Rabat,34.0217639,-6.8313352,restaurant
exotic,Rabat,34.0215728,-6.8306308,restaurant
Chiwates du terroir,Rabat,34.0185128,-6.8260138,restaurant
Restaurant Riyad Al Hassan,Rabat,34.016457,-6.8507726,restaurant
Le Georges,Rabat,34.0007034,-6.8459905,restaurant
Il Giardino الجيردينو,Rabat,34.0156052,-6.8211928,restaurant
Tout Va Bien,Rabat,34.0179112,-6.8514265,restaurant
Pizza Risse,Rabat,34.0176887,-6.8518931,restaurant
Le Dhow,Rabat,34.0290184,-6.8324165,restaurant
La Grillardiere,Rabat,33.9581699,-6.872866,restaurant
L'hacienda,Rabat,34.0177968,-6.8253706,restaurant
Tacos De Mexico,Rabat,34.0253428,-6.8461406,restaurant
Al Fanous,Rabat,34.0182035,-6.8341182,restaurant
Café l'Escale,Rabat,34.0167876,-6.8239355,restaurant
goût du détroit,Rabat,34.0243524,-6.8313973,restaurant
Paparotti,Rabat,34.0178571,-6.8344649,restaurant
Anoual Grillade,Rabat,34.0176199,-6.8349657,restaurant
Tacos de Mexico,Rabat,34.0253139,-6.8461605,restaurant
Л-марса Сале,Rabat,34.0281368,-6.8226461,restaurant
restaurant le mandarin,Rabat,34.0246698,-6.8471627,restaurant
Restaurant Tian An Men Chinois,Rabat,34.0214861,-6.8484941,restaurant
Mirabilis,Rabat,34.0223029,-6.8466163,restaurant
Villa M,Rabat,33.9902716,-6.8515298,restaurant
Dar El Medina,Rabat,34.0263347,-6.8336183,restaurant
شجرة الصنوبر,Rabat,33.9979318,-6.8476184,restaurant
Kung Fu,Rabat,34.000914,-6.8439043,restaurant
Yamal Acham,Rabat,34.0205096,-6.8431608,restaurant
Le Petit Beur,Rabat,34.0178088,-6.8350104,restaurant
Mr. Brochette,Rabat,34.0163765,-6.8344779,restaurant
Istanbul Express - Turkish Restaurant,Rabat,34.0013919,-6.8503468,restaurant
JaponeZa,Rabat,34.0014813,-6.8503934,restaurant
Zoom Pizza,Rabat,34.0156829,-6.8344541,restaurant
Le limonadier,Rabat,33.9965709,-6.8453165,restaurant
miss one,Rabat,33.9986388,-6.84561,restaurant
Pizzaria,Rabat,33.9979411,-6.846885,restaurant
Nourine,Rabat,33.9383852,-6.8972272,restaurant
Le Croissanterie,Rabat,33.9060656,-6.7777328,restaurant
Mondolini Lounge,Rabat,34.0217548,-6.8314959,restaurant
Restaurant de la Liberation,Rabat,34.0235955,-6.8388874,restaurant
Snoopy Burger,Rabat,34.0173435,-6.8303257,restaurant
Lys Rose,Rabat,34.0166521,-6.8508071,restaurant
Hungry Birds,Rabat,34.0146823,-6.8506596,restaurant
Sultina,Rabat,34.0227635,-6.8502653,restaurant
Sun Way,Rabat,34.0216642,-6.8470895,restaurant
Ardeco Cuisine and Parquet,Rabat,34.01457,-6.8288156,restaurant
Restaurant Les 2 Palais,Rabat,34.0123699,-6.8262035,restaurant
Globe Restaurant,Rabat,34.0061634,-6.8473631,restaurant
Reggio,Rabat,34.0055219,-6.8470077,restaurant
Restaurant Havana,Rabat,34.0058713,-6.8465581,restaurant
Restaurant Pizza Musique & Expo,Rabat,34.0060867,-6.8463211,restaurant
Bistrot Burger,Rabat,34.0061223,-6.8462835,restaurant
Angelo Nardelli,Rabat,33.9976548,-6.8510203,restaurant
Adelis,Rabat,34.000063,-6.8482053,restaurant
La Italiana,Rabat,34.0051773,-6.848094,restaurant
La Galerie,Rabat,33.9997651,-6.8445937,restaurant
Dar Zaki,Rabat,34.0267279,-6.8339196,restaurant
Säidoune,Rabat,34.0160161,-6.8345992,restaurant
شوارما مازن الشام,Rabat,34.0015073,-6.8468562,restaurant
La Ruche,Rabat,34.0198342,-6.8345369,restaurant
La Capitale,Rabat,34.0308503,-6.8207871,restaurant
Good Way,Rabat,34.0257415,-6.8399812,restaurant
Dar Safran,Rabat,34.0209795,-6.8315318,restaurant
Le Ziryab,Rabat,34.0274972,-6.8342086,restaurant
Campus Al Irfane,Rabat,33.9815635,-6.8644706,restaurant
La passion du jus,Rabat,34.0171004,-6.8348119,restaurant
MAYA-Restaurant lounge,Rabat,33.9833478,-6.8287415,restaurant
la rambla,Rabat,33.9840851,-6.8285645,restaurant
Chez guedi,Rabat,33.9751172,-6.8576625,restaurant
911,Rabat,34.015618,-6.8355673,restaurant
La piz,Rabat,33.9562969,-6.8673183,restaurant
Beyti Istanbul,Rabat,33.9564364,-6.8674722,restaurant
mitsuki sushi,Rabat,34.0031943,-6.8453073,restaurant
Les Cinq B,Rabat,33.9913637,-6.8511906,restaurant
El Chapo,Rabat,33.989165,-6.8513037,restaurant
Yamal Acham,Rabat,34.0024606,-6.8509401,restaurant
Clandestino,Rabat,34.0021734,-6.8505314,restaurant
مطعم سفره,Rabat,34.0208301,-6.8304208,restaurant
Restaurant Gardenia,Rabat,33.9962299,-6.8474284,restaurant
دار الناجي,Rabat,33.9794775,-6.8956636,restaurant
Maison Beyrouth,Rabat,34.0013525,-6.8467198,restaurant
Maya Sushi,Rabat,34.0012824,-6.8503064,restaurant
MOOJOOD (موجود),Rabat,34.0008186,-6.856458,restaurant
Eat Néocantine,Rabat,33.9561737,-6.868444,restaurant
Allo Beldi,Rabat,34.003439,-6.8463787,restaurant
El Tropic,Rabat,33.9811949,-6.8290121,restaurant
Le Délice Africain,Rabat,33.9955796,-6.8494652,restaurant
Azafran,Rabat,34.0139654,-6.7850409,restaurant
واينوت,Rabat,33.9816809,-6.8643669,restaurant
Sushi House,Rabat,33.9619665,-6.8655461,restaurant
Blend,Rabat,33.9619238,-6.8655898,restaurant
Dinarjat,Rabat,34.0281632,-6.8376448,restaurant
Le goéland,Rabat,34.0145407,-6.8281738,restaurant
Casa José,Rabat,34.0189901,-6.8361186,restaurant
Sufra,Rabat,34.0206332,-6.8304218,restaurant
Felicita,Rabat,33.9610385,-6.8673328,restaurant
Little Mamma,Rabat,33.9601638,-6.867717,restaurant
Oceanos,Rabat,33.9601602,-6.8674561,restaurant
Dar Naji Agdal,Rabat,34.0033035,-6.8463067,restaurant
La Pagode,Rabat,34.0153111,-6.8376916,restaurant
Clay Oven,Rabat,33.9617161,-6.864708,restaurant
Le Medina,Rabat,33.959691,-6.8734776,restaurant
Saladbar - Green is better,Rabat,33.9625506,-6.8648192,restaurant
As'iam,Rabat,33.9540727,-6.8746584,restaurant
L'Atelier Burger,Rabat,33.9537687,-6.8739709,restaurant
Pizza Hut,Rabat,33.9618432,-6.8658522,restaurant
Le Picolo's,Rabat,33.9867191,-6.8282633,restaurant
Little Mamma Agdal,Rabat,33.9989185,-6.8491499,restaurant
GOLDEN FISH,Rabat,33.9899813,-6.8376905,restaurant
Ober Mamma,Rabat,34.0163571,-6.8304629,restaurant
Les Saveurs de Chine,Rabat,34.0163634,-6.8325103,restaurant
Radia Restaurant - Café,Rabat,33.9951968,-6.8797646,restaurant
Sabahacham,Rabat,33.9933152,-6.8813958,restaurant
Snack Al Boughaz,Rabat,34.0343767,-6.8211693,restaurant
Grillades De Poisson,Rabat,34.0401596,-6.8324634,restaurant
Instagrill Rabat,Rabat,34.0193504,-6.8427468,restaurant
Snack Boukana,Rabat,34.0214923,-6.8437635,restaurant
Little Mamma,Rabat,34.0164388,-6.8343002,restaurant
Tacos de Lyon.,Rabat,33.9944885,-6.8469142,restaurant
Snack Barcelona,Rabat,34.0474885,-6.8278095,restaurant
Restaurant Al Ghorub,Rabat,34.0493066,-6.8268157,restaurant
Snack Cherkaoui,Rabat,34.047305,-6.8278609,restaurant
Le Rocher,Rabat,34.0283149,-6.8151099,restaurant
La Javanaise,Rabat,34.0060569,-6.8562358,restaurant
La Ola,Rabat,33.9746719,-6.8293635,restaurant
Chérie Chéri,Rabat,34.0307495,-6.8222848,restaurant
Bayt Al Quds,Rabat,34.0303266,-6.82729,restaurant
Le Repère Gourmand,Rabat,34.029661,-6.825649,restaurant
The Frame,Rabat,34.0302868,-6.8271706,restaurant
Panda Crêpes,Rabat,34.0303626,-6.8273911,restaurant
Le 18 Bouregreg Street,Rabat,34.0298773,-6.8258907,restaurant
Le Positano,Rabat,34.0297078,-6.8257827,restaurant
Tacos de Paris,Rabat,33.9958844,-6.8472458,restaurant
Fried fish,Rabat,34.0270629,-6.8327084,restaurant
Sofia Palace,Rabat,33.9686194,-6.8470185,restaurant
La Bodega,Rabat,33.9930228,-6.8477333,restaurant
شاورما أبطال الشام المدينة,Rabat,34.0163506,-6.8345568,restaurant
Sushi B ox,Rabat,33.959946,-6.8679549,restaurant
Gotham,Rabat,33.9610465,-6.8665625,restaurant
Soy,Rabat,33.9614102,-6.8669313,restaurant
Chez Kimo,Rabat,33.9614913,-6.8668572,restaurant
Tapéo,Rabat,33.9612135,-6.8665923,restaurant
PInchos,Rabat,33.9613177,-6.8665377,restaurant
Green Chili,Rabat,33.9623046,-6.8663143,restaurant
Lyn,Rabat,33.9618767,-6.8656594,restaurant
Pizza Verra,Rabat,33.9631602,-6.8661126,restaurant
Buvette de l'ENA,Rabat,33.9878532,-6.8619473,restaurant
Le PAvillon des Gourmets,Rabat,33.9505561,-6.8416822,restaurant
Barco Blanco,Rabat,34.0277243,-6.8305932,restaurant
Blue Berry,Rabat,34.0276219,-6.8297655,restaurant
Venezia Ice,Rabat,34.0275782,-6.8293732,restaurant
مطعم النرجس,Rabat,33.9691647,-6.8799189,restaurant
L'Endroit,Rabat,33.9960654,-6.8467333,restaurant
Le Four A Bois,Rabat,33.9971949,-6.8592134,restaurant
Out Of Africa,Rabat,33.9522112,-6.8974688,restaurant
Panda,Rabat,33.9562005,-6.8679194,restaurant
Le Safran,Rabat,33.9438438,-6.8159295,restaurant
Borjeddar,Rabat,34.0321616,-6.8400816,restaurant
Ciconia,Rabat,34.006118,-6.8219385,restaurant
Le Patio,Rabat,34.0068827,-6.8232425,restaurant
Lbahia,Rabat,34.0327009,-6.8386957,restaurant
The Kitch,Rabat,34.0209565,-6.8369104,restaurant
La Bamba,Rabat,34.0182999,-6.8347923,restaurant
Kasr al Assil,Rabat,34.0130405,-6.8306797,restaurant
Chez Lhaja,Rabat,34.0233897,-6.8359775,restaurant
Buvette de l'INAU,Rabat,33.9882947,-6.8612731,restaurant
Relais Marin,Rabat,34.0326266,-6.8387169,restaurant
Carrefour market,Rabat,33.976481,-6.8186037,restaurant
Delish'bun,Rabat,33.9954533,-6.8467761,restaurant
Matsuri,Rabat,33.9847672,-6.8284373,restaurant
L'avenue,Rabat,33.9852957,-6.8282407,restaurant
Ghost kitchen,Rabat,33.9627509,-6.8660631,restaurant
Sushi house,Rabat,33.9896129,-6.8483777,restaurant
atacadao,Rabat,34.0292428,-6.7609376,restaurant
Papa Johns,Rabat,33.9598528,-6.8716183,restaurant
BEYTI ISTANBUL,Rabat,33.9918241,-6.8465447,restaurant
Louai's,Rabat,33.9952259,-6.84704,restaurant
Restaurent Maistro (Safi ),Safi,32.2914855,-9.2323406,restaurant
Calypso Medina,Safi,32.2926452,-9.2452191,restaurant
wzanifood,Safi,32.3175365,-9.2286801,restaurant
Mouchoirs fish,Safi,32.3091987,-9.241233,restaurant
Canaria,Nador,35.1749311,-2.9225659,restaurant
Victoria فيكتوريا,Nador,35.1746921,-2.9223942,restaurant
Milmo,Nador,35.1774446,-2.924891,restaurant
Blanco & Negro بلانكو ونيغرو,Nador,35.1724006,-2.9200954,restaurant
Bella Italia,Nador,35.1723777,-2.9270094,restaurant
Norsal,Nador,35.1662091,-2.9287259,restaurant
Gran Canaria,Nador,35.1724271,-2.9268788,restaurant
روكا نيغرا,Nador,35.145875,-2.9214629,restaurant
Plateau d'Or,Nador,35.1534418,-2.9193821,restaurant
restaurant Marhaba,Nador,35.1788313,-2.9277188,restaurant
Casa Juanito,Nador,35.1543873,-2.9112082,restaurant
Gran Rif,Nador,35.1546307,-2.9116856,restaurant
Café Gran Vía,Nador,35.1547053,-2.9078233,restaurant
Ice House,Nador,35.1681848,-2.9455103,restaurant
Los Pollos Hermanos,Nador,35.1711372,-2.9291776,restaurant
Restaurant Salpicon,Nador,35.1528448,-2.9110183,restaurant
Restaurant syrien,Nador,35.1729074,-2.9242705,restaurant
L'Artiste,Nador,35.1637996,-2.9085425,restaurant
Las Belgas,Nador,35.1789717,-2.9220735,restaurant
Sushi Box,Nador,35.1639228,-2.9092238,restaurant
La Petite Perle,Essaouira,31.5124742,-9.7711049,restaurant
Chez Ben Mostafa,Essaouira,31.5123454,-9.7719927,restaurant
Kelaa Mgouna,Essaouira,31.5033698,-9.7576946,restaurant
Les 3 Palmier,Essaouira,31.5038451,-9.7585363,restaurant
Chez bader,Essaouira,31.5016679,-9.7571799,restaurant
La Crevette,Essaouira,31.5051398,-9.763324,restaurant
Pizza Al Forno,Essaouira,31.5053201,-9.762913,restaurant
Châlet de la Plage,Essaouira,31.5102867,-9.7699301,restaurant
Chez les Frères عند الإخوة,Essaouira,31.5146033,-9.771573,restaurant
La Triskalla,Essaouira,31.5148342,-9.7715166,restaurant
Les Dunes de la Plage,Essaouira,31.5053913,-9.7635796,restaurant
La Petite Algue,Essaouira,31.5040519,-9.7633714,restaurant
Al Khaima الخيمة,Essaouira,31.5139352,-9.7707996,restaurant
Mermoz,Essaouira,31.5138323,-9.7707916,restaurant
Dar Jeeling,Essaouira,31.513846,-9.7710085,restaurant
Chez Kherfa,Essaouira,31.513764,-9.7710943,restaurant
عند يوسف,Essaouira,31.5139997,-9.7705657,restaurant
Il Mare إلماري,Essaouira,31.5149334,-9.7719452,restaurant
La Rencontre,Essaouira,31.5145289,-9.7719935,restaurant
Laachour,Essaouira,31.5118498,-9.7723587,restaurant
Opera,Essaouira,31.5126265,-9.7718468,restaurant
Pasta Baladin Bab Skala,Essaouira,31.5146012,-9.772116,restaurant
M'Riste Jouhar,Essaouira,31.5138639,-9.7717895,restaurant
La Licorne,Essaouira,31.5133409,-9.7724803,restaurant
Le Sirocco,Essaouira,31.5134623,-9.7720267,restaurant
Dar Tata,Essaouira,31.514439,-9.7676614,restaurant
Sicilia,Essaouira,31.5128748,-9.771672,restaurant
Les Alizes,Essaouira,31.513317,-9.7724777,restaurant
Chez Aladin le Berbere,Essaouira,31.5137421,-9.7708766,restaurant
Le Patio,Essaouira,31.5130285,-9.7712263,restaurant
Restaurant Le Glacier,Essaouira,31.5135109,-9.7707979,restaurant
The Loft,Essaouira,31.512435,-9.7712232,restaurant
L'Amiral,Essaouira,31.504411,-9.7588066,restaurant
Restaurant du Coeur,Essaouira,31.5124118,-9.7711906,restaurant
Dar Al Houma,Essaouira,31.5125827,-9.7712085,restaurant
Vague bleue,Essaouira,31.5131433,-9.7671637,restaurant
Association féminine de bienfaisance El Khir,Essaouira,31.5147963,-9.7644679,restaurant
Chez Krimo,Essaouira,31.5052779,-9.7631719,restaurant
Gusto,Essaouira,31.5044358,-9.7629326,restaurant
Le Mogadorien,Essaouira,31.5122981,-9.7710799,restaurant
Restaurant Cafe Mogador,Essaouira,31.5050138,-9.7635436,restaurant
L'Horloge,Essaouira,31.5123175,-9.7708562,restaurant
L'Horloge,Essaouira,31.5117149,-9.7703554,restaurant
Beach Hostel,Essaouira,31.5033334,-9.7627434,restaurant
Platinium,Essaouira,31.5058787,-9.7609557,restaurant
Casa Italia,Essaouira,31.5056803,-9.7628641,restaurant
Vague Bleue,Essaouira,31.5132102,-9.7667714,restaurant
Umia,Essaouira,31.5134195,-9.7724858,restaurant
Keltoum,Essaouira,31.5129646,-9.7709217,restaurant
Chaabi Chic,Essaouira,31.5154383,-9.7680251,restaurant
Delices et saveurs de mogador,Essaouira,31.5153832,-9.7682026,restaurant
Chez Brixi,Essaouira,31.5144998,-9.767608,restaurant
d'Orient et d'Ailleurs,Essaouira,31.5146849,-9.7717909,restaurant
Adwak,Essaouira,31.5129204,-9.7711223,restaurant
Laayoune,Essaouira,31.5126513,-9.7711973,restaurant
Miyame,Essaouira,31.5160527,-9.7656499,restaurant
Lo Sgarbo,Essaouira,31.5138262,-9.7707301,restaurant
La Maison du Cinéma,Essaouira,31.5138022,-9.7711961,restaurant
L'or vert,Essaouira,31.5137676,-9.771234,restaurant
Shadma's,Essaouira,31.5136857,-9.7709277,restaurant
restaurant libanais,Essaouira,31.5116742,-9.7708654,restaurant
The Coast,Essaouira,31.5131939,-9.7704741,restaurant
الحجر الزاوية,Essaouira,31.5144603,-9.7716274,restaurant
Chez Yosseuf عند يوسف,Essaouira,31.5140431,-9.7706278,restaurant
LA TABLE BY MADADA,Essaouira,31.5116133,-9.7709453,restaurant
مطعم الجبن,Essaouira,31.5131183,-9.6998067,restaurant
Merjam,Essaouira,31.5150845,-9.7687827,restaurant
Maison d'Art,Essaouira,31.5016776,-9.7581615,restaurant
Taverna Bolognese da Maurizio,Essaouira,31.514591,-9.7694461,restaurant
Chez Salah Grillades,Essaouira,31.5040749,-9.7583241,restaurant
Des Reve,Essaouira,31.5141409,-9.7698011,restaurant
La Roche,Essaouira,31.5154194,-9.768312,restaurant
Le Marrakech,Essaouira,31.5121979,-9.7720695,restaurant
Tara Cafe,Essaouira,31.5154054,-9.7681698,restaurant
les saveurs de ma mére,Essaouira,31.5143151,-9.7694518,restaurant
زلفسترو,Essaouira,31.5142608,-9.7717398,restaurant
Chez Omar,Essaouira,31.5135473,-9.76815,restaurant
Delices et saveurs,Essaouira,31.5154799,-9.7681672,restaurant
